1,http://dcat-ap.de/def/politicalGeocoding/municipalAssociationKey/010555552
2,http://dcat-ap.de/def/politicalGeocoding/municipalAssociationKey/010515103
3,http://dcat-ap.de/def/politicalGeocoding/municipalAssociationKey/010585850
4,http://dcat-ap.de/def/politicalGeocoding/municipalAssociationKey/010585808
5,http://dcat-ap.de/def/politicalGeocoding/municipalAssociationKey/010585847
6,http://dcat-ap.de/def/politicalGeocoding/municipalAssociationKey/010515154
7,http://dcat-ap.de/def/politicalGeocoding/municipalAssociationKey/010585814
8,http://dcat-ap.de/def/politicalGeocoding/municipalAssociationKey/010625207
10,http://dcat-ap.de/def/politicalGeocoding/municipalAssociationKey/010585865
11,http://dcat-ap.de/def/politicalGeocoding/municipalAssociationKey/010585822
12,http://dcat-ap.de/def/politicalGeocoding/municipalAssociationKey/010616144
13,http://dcat-ap.de/def/politicalGeocoding/municipalAssociationKey/010515119
14,http://dcat-ap.de/def/politicalGeocoding/municipalAssociationKey/010575779
15,http://dcat-ap.de/def/politicalGeocoding/municipalAssociationKey/010595959
16,http://dcat-ap.de/def/politicalGeocoding/municipalAssociationKey/010555546
17,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01060046
18,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01056014
19,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01054086
20,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01053025
21,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01060035
22,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01060058
23,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01059001
24,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01060061
25,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01058128
26,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01059050
27,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01058159
28,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01060009
29,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01053018
30,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01054037
31,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01060031
32,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01051107
33,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01058154
35,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01053035
36,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01061004
37,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01058017
38,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01058123
39,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01059106
40,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01055029
41,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01062050
42,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01057055
43,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01055006
44,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01059009
45,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01060036
46,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01061047
47,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01062040
48,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01058142
49,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01056003
50,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01055023
51,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01057034
52,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01057035
53,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01051086
54,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01062093
55,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01060053
56,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01060093
57,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01061108
58,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01056017
59,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01055002
60,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01058007
61,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01061066
62,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01051085
63,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01055037
64,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01061106
65,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01058026
66,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01058096
67,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01055039
68,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01060007
69,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01058037
70,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01051141
71,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01060002
72,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01061031
73,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01060057
74,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01061056
75,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01058129
76,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01056009
77,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01059087
78,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01058046
79,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01058021
80,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01059019
81,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01062056
82,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01058023
83,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01053038
84,http://dcat-ap.de/def/politicalGeocoding/municipalityKey/01053081
